,title,keywords,period,ratio
21,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2017-10-01,6.9661
22,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2017-11-01,6.45131
23,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2017-12-01,6.55249
24,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-01-01,9.41827
25,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-02-01,5.55493
26,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-03-01,18.06796
27,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-04-01,7.50594
28,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-05-01,7.0422
29,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-06-01,7.00758
30,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-07-01,7.37113
31,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-08-01,9.02247
32,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-09-01,8.09989
33,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-10-01,9.86995
34,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-11-01,8.24856
35,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2018-12-01,23.86574
36,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-01-01,7.11554
37,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-02-01,7.01409
38,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-03-01,7.08854
39,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-04-01,9.2819
40,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-05-01,6.78814
41,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-06-01,6.33052
42,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-07-01,7.51705
43,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-08-01,7.9696
44,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-09-01,8.71636
45,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-10-01,12.51962
46,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-11-01,8.27311
47,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2019-12-01,8.46574
48,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-01-01,10.44288
49,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-02-01,12.11079
50,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-03-01,12.0851
51,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-04-01,10.74546
52,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-05-01,7.92912
53,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-06-01,8.87342
54,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-07-01,8.77473
55,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-08-01,9.51842
56,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-09-01,11.27515
57,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-10-01,11.74303
58,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-11-01,9.71017
59,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2020-12-01,10.38719
60,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-01-01,10.81999
61,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-02-01,7.96394
62,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-03-01,8.9381
63,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-04-01,8.29858
64,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-05-01,8.85925
65,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-06-01,8.38264
66,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-07-01,8.69327
67,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-08-01,10.46379
68,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-09-01,12.20079
69,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-10-01,10.17843
70,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-11-01,8.92826
71,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2021-12-01,7.2585
72,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-01-01,7.52942
73,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-02-01,7.26061
74,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-03-01,10.40481
75,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-04-01,7.12691
76,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-05-01,7.45657
77,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-06-01,7.47251
78,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-07-01,7.86628
79,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-08-01,8.74876
80,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-09-01,11.50229
81,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-10-01,13.95676
82,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-11-01,10.84254
83,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2022-12-01,9.80255
84,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-01-01,8.37758
85,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-02-01,8.04823
86,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-03-01,8.48627
87,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-04-01,100.0
88,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-05-01,8.73268
89,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-06-01,8.20923
90,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-07-01,8.24458
91,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-08-01,9.88431
92,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-09-01,11.14804
93,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-10-01,12.02011
94,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-11-01,9.71768
95,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2023-12-01,8.59488
96,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-01-01,8.71686
97,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-02-01,7.67916
98,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-03-01,8.07458
99,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-04-01,7.82143
100,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-05-01,7.69812
101,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-06-01,7.31139
102,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-07-01,8.55727
103,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-08-01,8.51714
104,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-09-01,9.88033
105,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-10-01,10.31232
106,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-11-01,8.69491
107,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2024-12-01,8.21819
108,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2025-01-01,7.69176
109,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2025-02-01,8.07975
110,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2025-03-01,9.00512
111,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2025-04-01,8.86997
112,쌀,"쌀, 쌀 10kg, 신동진쌀, 고시히카리, 햅쌀, 유기농 쌀, 쌀 가격, 찹쌀, 현미, 백미",2025-05-01,7.95072
113,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-01-01,7.27868
114,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-02-01,8.03069
115,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-03-01,6.93635
116,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-04-01,5.56109
117,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-05-01,5.19915
118,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-06-01,4.3856
119,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-07-01,3.45567
120,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-08-01,4.96373
121,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-09-01,7.99787
122,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-10-01,7.39109
123,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-11-01,7.61221
124,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2016-12-01,6.16121
125,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-01-01,7.04438
126,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-02-01,5.40308
127,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-03-01,5.70264
128,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-04-01,4.83046
129,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-05-01,4.54656
130,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-06-01,4.08497
131,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-07-01,3.45513
132,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-08-01,5.21021
133,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-09-01,9.79255
134,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-10-01,7.29151
135,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-11-01,8.16136
136,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2017-12-01,6.69197
137,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-01-01,7.45144
138,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-02-01,6.96185
139,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-03-01,6.0338
140,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-04-01,6.3527
141,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-05-01,5.23074
142,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-06-01,4.54036
143,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-07-01,3.92607
144,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-08-01,5.06511
145,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-09-01,8.90681
146,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-10-01,8.09867
147,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-11-01,7.86884
148,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2018-12-01,5.88478
149,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-01-01,7.61547
150,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-02-01,5.2214
151,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-03-01,5.68736
152,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-04-01,5.08575
153,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-05-01,4.51198
154,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-06-01,4.09017
155,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-07-01,3.76825
156,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-08-01,5.39822
157,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-09-01,9.32107
158,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-10-01,9.21235
159,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-11-01,9.45002
160,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2019-12-01,8.81547
161,사과,"사과, 부사 사과, 홍로 사과, 사과 가격, 유기농 사과, 사과즙, 햇사과, 청송 사과, 사과 효능, 사과 선물세트",2020-01-01,9.31215
